discountingBlockLong.thisRepN,discountingBlockLong.thisTrialN,discountingBlockLong.thisN,discountingBlockLong.thisIndex,blockbegin4.thisRepN,blockbegin4.thisTrialN,blockbegin4.thisN,blockbegin4.thisIndex,blockbegin1.thisRepN,blockbegin1.thisTrialN,blockbegin1.thisN,blockbegin1.thisIndex,blockbegin3.thisRepN,blockbegin3.thisTrialN,blockbegin3.thisN,blockbegin3.thisIndex,blockbegin0.thisRepN,blockbegin0.thisTrialN,blockbegin0.thisN,blockbegin0.thisIndex,blockbegin2.thisRepN,blockbegin2.thisTrialN,blockbegin2.thisN,blockbegin2.thisIndex,choiceLeftLoop.thisRepN,choiceLeftLoop.thisTrialN,choiceLeftLoop.thisN,choiceLeftLoop.thisIndex,choiceRightLoop.thisRepN,choiceRightLoop.thisTrialN,choiceRightLoop.thisN,choiceRightLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,lan_choose.keys,lan_choose.rt,language_text.started,language_text.stopped,Intro_1.started,Intro_1.stopped,intro_1_ending.keys,intro_1_ending.rt,choiceResp.keys,choiceResp.rt,small_reward,Delay,result of chosen,delay of chosen,reward of chosen,total amount,block3.started,block3.stopped,block2.started,block2.stopped,block1.started,block1.stopped,repeatResp.keys,repeatResp.rt,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_6.started,text_6.stopped,text_13.started,text_13.stopped,text_14.started,text_14.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.50394279998727,None,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
4,0,4,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.56157940003322,None,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
4,0,4,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.57036050001625,None,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
4,0,4,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
4,0,4,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.65903740003705,None,space,2.9638108999934047,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,1.5470176999806426,16,1,Вы получили M&Ms!,1,16,16,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.35051790002035,None,77.35051790002035,None,77.35051790002035,None,space,0.5443129999912344,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,0.4598907000035979,14,1,Вы получили M&Ms!,1,14,30,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5363476999919,None,80.5363476999919,None,80.5363476999919,None,space,0.4145373000064865,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,0.34411559998989105,12,1,Вы получили M&Ms!,1,12,42,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.50957360002212,None,83.50957360002212,None,83.50957360002212,None,space,0.6574774999753572,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,0.803519899956882,10,1,Вы получили M&Ms!,1,10,52,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.14982109999983,None,87.14982109999983,None,87.14982109999983,None,space,0.4731215999927372,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,4.756887600000482,9,1,Вы получили M&Ms!,1,9,61,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.56122570001753,None,94.56122570001753,None,94.56122570001753,None,space,2.341643799969461,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,1.4679003999917768,8,1,Вы получили M&Ms!,1,8,69,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,100.56355230003828,None,100.56355230003828,None,100.56355230003828,None,space,0.5473765000351705,space,5.371678200026508,101.14718329999596,None,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
10,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.55146660003811,None,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
10,0,10,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.5944341000286,None,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
10,0,10,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.60032750002574,None,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
10,0,10,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
10,0,10,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.65548200003104,None,space,0.9353055999963544,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1,1.6122049000114202,16,15,You got it!,15,32,69,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.39197360002436,None,145.39197360002436,None,145.39197360002436,None,space,2.0229976999689825,,,,,,,,,,,,,,,,001,2021_Mar_22_1816,discounting_block,2021.1.2,59.7157530271165,
